
Generation :0
0.141960,50.201600,0.134751,4.525720
4.028010,88.088500,0.006063,4.487110
4.702470,133.011000,0.003932,3.388840
1.668960,41.294300,0.032097,4.781750
4.118790,134.067000,0.016901,3.772180
0.869877,72.000400,0.012317,4.600650
1.307120,54.991800,0.029663,4.342560
5.961370,41.245300,0.024736,4.744580
6.948900,39.000400,0.005399,4.828760
2.156070,98.999900,0.037392,3.775610
4.996060,122.174000,0.014201,3.716150
3.646230,136.170000,0.013640,3.868230
3.762520,94.005100,0.034444,4.544610
5.385070,96.285300,0.013018,3.951830
0.116031,39.315500,0.135576,5.009120
1.512840,56.046900,0.029659,4.336430
2.609150,132.468000,0.008277,3.946030
5.247120,83.959500,0.001244,4.043800
2.707000,59.377200,0.044080,4.738800
1.131180,129.596000,0.023450,3.481900
0.629187,136.585000,0.010631,3.463440
1.323710,73.061300,0.001370,4.281410
5.236630,133.676000,0.013278,3.442780
5.058330,75.745300,0.021497,4.287130
2.451000,90.711900,0.039864,4.034980
0.223805,91.980400,0.036820,4.027620
0.194583,42.430700,0.096283,4.598230
2.761110,84.594100,0.011601,4.321180
0.390085,53.292600,0.102952,4.491390
3.969500,77.831600,0.039942,4.517460
0.332102,59.982100,0.080293,4.425230
4.603450,40.026400,0.049378,4.634590
1.720940,89.413200,0.049312,4.512460
4.842430,94.504500,0.015129,4.170370
1.059560,79.715500,0.019523,4.114650
2.994340,50.528400,0.054013,4.894940
4.161970,109.970000,0.007247,3.943110
2.004960,138.330000,0.023532,3.523580
6.879330,50.575700,0.005650,4.581550
2.008360,100.116000,0.027460,4.133510
5.767670,136.152000,0.003797,3.621260
1.880650,78.971400,0.019782,4.112410
0.782843,68.098400,0.049346,4.392330
0.460091,40.907800,0.153268,4.679680
1.203780,98.597300,0.033404,4.062100
1.388270,38.948000,0.085391,4.899020
6.653520,47.916700,0.006141,4.676760
5.304740,94.711700,0.007477,4.094090
4.878350,44.031800,0.005088,4.549100
0.965247,43.111400,0.021531,4.638380

Generation :1
4.603450,40.026400,0.049378,4.640920
2.994340,50.528400,0.054013,4.703550
2.707000,59.377200,0.044080,4.690860
6.948900,39.000400,0.003932,4.822790
4.702470,133.011000,0.005399,3.507890
2.004960,138.330000,0.023532,3.464860
6.879330,50.575700,0.005650,4.779760
3.762520,94.005100,0.034444,4.418030
0.332102,59.982100,0.080293,4.453200
0.629187,136.585000,0.015129,3.619590
4.842430,94.504500,0.010631,4.132480
0.869877,72.000400,0.036820,4.002340
0.223805,91.980400,0.012317,4.318750
2.156070,83.959500,0.037392,3.890270
5.247120,98.999900,0.001244,4.075890
1.131180,129.596000,0.023450,3.392750
4.118790,134.067000,0.016901,3.969050
2.008360,73.061300,0.001370,4.253270
1.323710,100.116000,0.027460,4.011100
2.451000,90.711900,0.039864,4.355580
0.965247,43.111400,0.021531,4.856450
4.028010,43.111400,0.006063,4.766370
0.965247,88.088500,0.021531,3.960590
2.994340,50.528400,0.054013,4.700930
5.385070,96.285300,0.013018,3.898000
2.707000,59.377200,0.044080,4.611940
0.460091,40.907800,0.153268,4.593170
6.948900,40.026400,0.005399,4.951770
4.603450,39.000400,0.049378,4.662960
4.161970,109.970000,0.007247,3.742050
3.969500,77.831600,0.039942,4.475800
0.460091,40.907800,0.153268,4.783020
0.332102,59.982100,0.080293,4.427580
3.762520,94.005100,0.034444,4.268510
0.965247,43.111400,0.021531,4.542910
5.961370,41.245300,0.024736,4.591710
0.869877,72.000400,0.012317,4.515640
