Generation 18's Max Fitness Score: 4.97791
Generation 19's Max Fitness Score: 4.91355
Generation 20's Max Fitness Score: 4.8917
Generation 0's Max Fitness Score: 14.1786
Generation 0's Max Fitness Score: 14.1786
Generation 0's Max Fitness Score: 14.1786
Generation 0's Max Fitness Score: 14.1786
Generation 0's Max Fitness Score: 4.97822
Generation 1's Max Fitness Score: 4.69922
Generation 2's Max Fitness Score: 4.81909
Generation 3's Max Fitness Score: 4.72328
Generation 4's Max Fitness Score: 4.61263
Generation 5's Max Fitness Score: 4.91142
Generation 6's Max Fitness Score: 4.81464
Generation 7's Max Fitness Score: 4.87432
Generation 8's Max Fitness Score: 4.9365
Generation 9's Max Fitness Score: 4.7216
Generation 10's Max Fitness Score: 4.73418
Generation 11's Max Fitness Score: 4.71699
Generation 0's Max Fitness Score: 4.88201
Generation 1's Max Fitness Score: 4.80564
Generation 2's Max Fitness Score: 4.69992
Generation 0's Max Fitness Score: 4.9392
Generation 1's Max Fitness Score: 4.93288
Generation 2's Max Fitness Score: 4.85788
Generation 3's Max Fitness Score: 4.9979
Generation 4's Max Fitness Score: 4.9689
Generation 0's Max Fitness Score: 4.89187
Generation 1's Max Fitness Score: 4.87483
Generation 2's Max Fitness Score: 10.6907
Generation 0's Max Fitness Score: 17.2534
Generation 0's Max Fitness Score: 22.9291
Generation 1's Max Fitness Score: 17.6996
Generation 0's Max Fitness Score: 3.52775
Generation 0's Max Fitness Score: 3.73996
Generation 0's Max Fitness Score: 4.90741
Generation 1's Max Fitness Score: 4.76967
Generation 2's Max Fitness Score: 4.99356
Generation 3's Max Fitness Score: 4.9392
Generation 4's Max Fitness Score: 4.83709
Generation 5's Max Fitness Score: 4.90187
Generation 6's Max Fitness Score: 5.07116
Generation 7's Max Fitness Score: 4.97245
Generation 8's Max Fitness Score: 4.95141
Generation 9's Max Fitness Score: 4.95948
Generation 10's Max Fitness Score: 4.99941
Generation 11's Max Fitness Score: 4.95336
Generation 12's Max Fitness Score: 4.9668
Generation 13's Max Fitness Score: 4.95056
Generation 14's Max Fitness Score: 5.01
Generation 15's Max Fitness Score: 4.96121
Generation 16's Max Fitness Score: 4.98135
Generation 17's Max Fitness Score: 4.95544
Generation 18's Max Fitness Score: 5.22097
Generation 19's Max Fitness Score: 5.06093
Generation 20's Max Fitness Score: 4.97752
Generation 21's Max Fitness Score: 5.04505
Generation 22's Max Fitness Score: 5.08312
Generation 23's Max Fitness Score: 5.06556
Generation 24's Max Fitness Score: 4.9207
Generation 25's Max Fitness Score: 4.95424
Generation 26's Max Fitness Score: 5.00011
Generation 27's Max Fitness Score: 5.15243
Generation 28's Max Fitness Score: 5.01944
Generation 29's Max Fitness Score: 5.02927
Generation 30's Max Fitness Score: 4.90107
Generation 31's Max Fitness Score: 4.97458
Generation 32's Max Fitness Score: 5.08849
Generation 33's Max Fitness Score: 5.16172
Generation 34's Max Fitness Score: 5.0556
Generation 35's Max Fitness Score: 4.87746
Generation 36's Max Fitness Score: 5.09898
Generation 37's Max Fitness Score: 5.13058
Generation 38's Max Fitness Score: 4.88428
Generation 39's Max Fitness Score: 5.14435
Generation 40's Max Fitness Score: 5.17014
Generation 41's Max Fitness Score: 5.05058
Generation 42's Max Fitness Score: 4.95722
Generation 43's Max Fitness Score: 5.01824
Generation 44's Max Fitness Score: 5.16931
Generation 45's Max Fitness Score: 5.07809
Generation 46's Max Fitness Score: 5.0374
Generation 47's Max Fitness Score: 5.11234
Generation 48's Max Fitness Score: 4.95676
Generation 49's Max Fitness Score: 5.02789
Generation 50's Max Fitness Score: 5.02477
Generation 51's Max Fitness Score: 5.0483
Generation 0's Max Fitness Score: 10.6516
Generation 1's Max Fitness Score: 7.09705
Generation 2's Max Fitness Score: 10.8868
Generation 3's Max Fitness Score: 13.1363
Generation 4's Max Fitness Score: 14.2285
Generation 5's Max Fitness Score: 10.7295
Generation 0's Max Fitness Score: 7.0865
Generation 0's Max Fitness Score: 7.38282
Generation 0's Max Fitness Score: 5.20556
Generation 1's Max Fitness Score: 5.26407
Generation 2's Max Fitness Score: 5.21457
Generation 3's Max Fitness Score: 5.13298
Generation 4's Max Fitness Score: 5.17695
Generation 5's Max Fitness Score: 5.13478
Generation 6's Max Fitness Score: 5.21076
Generation 0's Max Fitness Score: 13.3759
Generation 1's Max Fitness Score: 14.1866
Generation 2's Max Fitness Score: 17.7395
Generation 3's Max Fitness Score: 10.6248
Generation 0's Max Fitness Score: 11.089
Generation 0's Max Fitness Score: 9.88181
Generation 1's Max Fitness Score: 10.6473
Generation 2's Max Fitness Score: 10.6364
Generation 3's Max Fitness Score: 10.9326
Generation 0's Max Fitness Score: 12.773
Generation 1's Max Fitness Score: 14.1264
Generation 2's Max Fitness Score: 14.1868
Generation 0's Max Fitness Score: 7.10025
Generation 1's Max Fitness Score: 14.2657
Generation 2's Max Fitness Score: 6.50011
Generation 3's Max Fitness Score: 14.5603
Generation 4's Max Fitness Score: 7.09131
Generation 5's Max Fitness Score: 7.09258
Generation 0's Max Fitness Score: 7.05544
Generation 1's Max Fitness Score: 17.7343
Generation 2's Max Fitness Score: 7.10179
Generation 0's Max Fitness Score: 7.09855
Generation 0's Max Fitness Score: 10.6341
Generation 0's Max Fitness Score: 14.1824
Generation 1's Max Fitness Score: 10.6397
Generation 2's Max Fitness Score: 17.7021
Generation 0's Max Fitness Score: 0.0
Generation 0's Max Fitness Score: 0.0
Generation 0's Max Fitness Score: 7.75258
Generation 0's Max Fitness Score: 0.0
Generation 1's Max Fitness Score: 0.0
Generation 0's Max Fitness Score: 6.97051
Generation 1's Max Fitness Score: 10.0839
Generation 2's Max Fitness Score: 5.5008
Generation 3's Max Fitness Score: 8.2288
Generation 4's Max Fitness Score: 8.54676
Generation 0's Max Fitness Score: 1.34046e-33
Generation 1's Max Fitness Score: 106.455
Generation 0's Max Fitness Score: 0.0
Generation 0's Max Fitness Score: 5.76389
Generation 1's Max Fitness Score: nan
Generation 0's Max Fitness Score: nan
Generation 0's Max Fitness Score: 21.0999
Generation 1's Max Fitness Score: 42.2866
Generation 2's Max Fitness Score: 10.6751
Generation 0's Max Fitness Score: 5.88762
Generation 1's Max Fitness Score: 5.83902
Generation 2's Max Fitness Score: 5.81882
Generation 3's Max Fitness Score: 5.774
Generation 4's Max Fitness Score: 5.73717
Generation 5's Max Fitness Score: 5.90255
Generation 6's Max Fitness Score: 5.92257
Generation 7's Max Fitness Score: 5.91167
Generation 8's Max Fitness Score: 6.01622
Generation 9's Max Fitness Score: 6.04542
Generation 10's Max Fitness Score: 5.94696
Generation 11's Max Fitness Score: 5.87255
Generation 12's Max Fitness Score: 5.9201
Generation 13's Max Fitness Score: 6.08041
Generation 14's Max Fitness Score: 5.87732
Generation 15's Max Fitness Score: 5.94034
Generation 16's Max Fitness Score: 6.01685
Generation 17's Max Fitness Score: 5.94382
Generation 18's Max Fitness Score: 6.04027
Generation 19's Max Fitness Score: 6.10687
Generation 20's Max Fitness Score: 5.93747
Generation 21's Max Fitness Score: 6.01072
Generation 22's Max Fitness Score: 5.97958
