InnerRadius,Length,Quadratic,Linear,InnerRadius2,Length2,Quadratic2,Linear2,Generation,Fitness
3.549960,45.3198,-0.007513,0.306436,0.301039,10.4678,-0.03682,0.392264,5,5.13099
3.715150,12.0869,0.046862,-0.365162,2.955130,46.6588,0.001239,-0.115347,5,5.58461
3.882690,111.244,0.0010960000000000002,-0.114843,5.030690,16.2073,0.010597,-0.030348000000000003,5,4.820880000000001
0.422851,16.5706,-0.046956,0.8143199999999999,3.896110,39.2727,0.008232,-0.29279499999999997,5,5.44182
5.235900,87.4145,0.001271,-0.13585899999999998,4.169380,35.529,0.008075,-0.328445,5,5.0932699999999995
0.062130,48.0189,-0.007252,0.43563100000000005,4.570440,43.9986,-0.00143,-0.030420999999999997,5,5.3830800000000005
1.790640,20.3532,0.022508,-0.18148599999999998,6.074800,39.5897,-0.0016820000000000001,0.081957,5,5.6740900000000005
3.892230,41.9489,0.006094,-0.233125,3.641900,75.2862,0.000983,-0.11707999999999999,5,5.24939
4.311220,42.577,-0.005065,0.16385999999999998,5.404990,36.3348,0.006843999999999999,-0.275048,5,5.17666
3.892230,46.7448,-0.005582999999999999,0.24450300000000003,4.288440,39.0208,-0.000335,-0.027583999999999997,5,5.275440000000001
1.137150,46.6285,-0.002372,0.127067,2.498610,39.35,0.001428,-0.002497,5,5.22115
7.405870,18.5897,0.042906,-0.8795649999999999,5.349570,13.2681,0.039339,-0.836441,5,5.66131
4.588280,13.8947,0.059458000000000004,-0.696952,5.973880,17.5301,0.045522,-0.915092,5,5.65952
2.432050,18.8215,-0.037081,0.787883,4.954210,17.5764,0.033641000000000004,-0.592726,5,5.3190800000000005
2.828420,43.2645,-0.007789,0.306436,3.604210,16.531,0.042779000000000005,-0.492774,6,5.25134
3.549960,45.3198,-0.005458,0.2547,0.305480,10.4678,-0.03682,0.392264,6,5.23618
4.576750,42.577,-0.0060030000000000005,0.16385999999999998,4.784190,17.2215,0.009615,-0.029951,6,5.71635
1.647890,20.3532,0.023396,-0.227881,4.806130,40.6853,-0.000356,-0.026833,6,5.5977
4.471360,43.1398,0.00566,-0.197424,5.404990,38.5768,0.008221,-0.277617,6,5.19957
3.892230,37.5935,-0.005546,0.26669499999999996,1.157390,39.9289,-0.008779,0.393928,6,5.5459
1.804970,20.3532,0.023231,-0.227881,4.784190,11.7212,0.01053,-0.032281,6,5.78538
3.892230,46.7448,-0.005425,0.24450300000000003,4.870930,39.0208,0.008237999999999999,-0.27307600000000004,6,5.294969999999999
3.407610,45.3198,-0.007451,0.306436,5.404990,38.3493,0.0072900000000000005,-0.300115,6,5.129169999999999
1.804970,20.3532,0.021677000000000002,-0.227881,2.955130,64.0242,0.001178,-0.097105,6,5.59641
6.656160,11.2261,0.028656,-0.392517,3.833170,12.6449,0.010597,-0.030348000000000003,6,5.42604
3.882690,111.244,0.0010960000000000002,-0.114843,5.030690,16.2073,0.038826,-0.526686,6,4.785769999999999
1.566610,43.7266,0.0057020000000000005,-0.173862,4.288440,93.4932,-0.000109,-0.032085,6,5.36643
1.416260,42.4982,-0.0016589999999999999,0.115575,4.288440,38.0248,-0.00035499999999999996,-0.028201999999999998,6,5.6397
3.945950,44.1017,-0.0048590000000000005,0.131139,3.353950,12.1427,0.048923,-0.472803,6,5.5755300000000005
1.647580,20.3532,0.024326,-0.227881,3.218650,12.6866,0.042779000000000005,-0.456541,6,5.55028
6.993210,11.2261,0.023231,-0.227881,5.404990,38.5768,0.008221,-0.277766,6,5.4581
0.396403,14.1074,-0.046956,0.76142,4.784190,16.531,0.010112999999999999,-0.029951,6,5.62289
7.368140,44.6313,0.002366,-0.181001,4.190670,75.789,-0.000117,-0.031114,6,5.47589
4.673960,13.8557,-0.0421,0.364962,4.510190,12.7416,-0.042927999999999994,0.513573,6,5.65209
0.048685,39.8914,-0.007859,0.43221800000000005,4.539250,11.7212,-0.037107999999999995,0.301813,6,5.4397
1.804970,20.3532,0.023231,-0.20583200000000001,4.464680,11.1559,0.010112999999999999,-0.03188,6,5.84281
5.182740,13.8557,-0.0421,0.39283,4.784190,11.7906,-0.041237,0.48129099999999997,6,5.45672
1.804970,20.9997,0.023231,-0.227881,4.190670,12.7416,0.010112999999999999,-0.031731,6,5.31177
0.411527,13.9961,-0.046956,0.798672,5.626000,37.0006,-0.00143,-0.03129,6,5.33317
0.411191,13.1168,-0.046956,0.8143199999999999,5.427190,38.0248,-0.00143,-0.03129,6,5.601430000000001
0.399468,16.5706,-0.044029,0.848239,6.042580,33.9237,-0.0016820000000000001,0.089613,6,5.833419999999999
1.790640,20.3532,0.022393,-0.199649,3.797790,39.5897,-0.004777,0.18332400000000001,6,5.53446
2.393670,45.845,-0.005458,0.2547,3.620350,16.4765,0.042779000000000005,-0.483863,6,5.57155
1.647890,20.0187,0.023231,-0.227881,4.611790,11.0474,0.010394,-0.031297000000000005,6,5.60922
1.790640,20.3532,0.022508,-0.18148599999999998,6.074800,39.5897,-0.000356,-0.026042000000000003,6,5.9225699999999994
1.949490,10.4841,0.009727,-0.052051,3.256880,38.8982,-0.0016820000000000001,0.081957,6,5.28324
0.040777,43.8749,-0.008418,0.464388,6.050480,75.757,0.0010869999999999999,-0.105421,6,5.44526
0.399468,16.5706,-0.049003,0.848239,3.604210,33.9237,-0.004777,0.18332400000000001,6,5.72783
1.804970,20.3532,0.023231,-0.228251,3.499670,16.2533,0.010112999999999999,-0.029951,6,5.5567
1.699510,20.1834,0.022471,-0.227881,4.288440,42.5294,-0.0016820000000000001,0.081957,6,5.13478
3.488470,12.3888,0.048636,-0.395894,5.919290,39.5331,0.011397,-0.484896,6,5.77407
0.358527,49.2154,-0.0016589999999999999,0.115575,4.130980,34.252,-0.00143,-0.033162,6,5.2641
4.566950,12.0869,0.048636,-0.37921900000000003,1.191120,39.9289,-0.008733,0.393928,6,5.61123
3.551490,12.7809,0.043907,-0.377767,6.140550,36.5188,0.011373999999999999,-0.484896,6,5.31451
4.379840,13.7684,-0.0421,0.42758999999999997,6.259530,36.3348,0.001145,-0.112903,6,5.6211
4.840100,38.7699,-0.005724,0.16385999999999998,1.886220,12.2004,-0.042927999999999994,0.513573,6,5.25483
3.715150,12.0869,0.046862,-0.365162,2.955130,12.7416,-0.042927999999999994,0.512417,6,5.72575
4.673960,13.8557,-0.040093000000000004,0.408528,4.190670,46.6588,0.001239,-0.115347,6,5.322769999999999
0.348172,36.9681,-0.001755,0.115575,2.955130,46.6588,0.001239,-0.115347,6,5.41184
3.715150,12.2045,0.046862,-0.314473,4.190670,36.9956,-0.001377,-0.03071,6,5.49233
0.048685,39.8651,-0.007859,0.43221800000000005,4.539250,75.2862,0.000983,-0.11785999999999999,6,5.32901
4.815020,43.7347,0.004854,-0.18148599999999998,6.074800,10.4678,-0.037107999999999995,0.324437,6,5.0622300000000005
1.806070,20.3532,0.023231,-0.228251,4.288440,46.6588,0.001185,-0.029951,6,5.41146
3.715150,11.555,0.046862,-0.365162,2.955130,16.2533,0.010112999999999999,-0.115347,6,5.54186
3.892230,13.8557,-0.0421,0.42758999999999997,5.404990,38.3493,0.0068650000000000004,-0.317855,6,5.5249
1.993860,20.3532,0.021677000000000002,-0.227881,3.399040,12.5778,-0.042927999999999994,0.513573,6,5.57447
6.973290,18.5897,0.044913,-0.8795649999999999,4.902720,13.2681,0.039339,-0.836441,6,5.40931
0.447336,14.8467,-0.045693,0.8143199999999999,5.349570,33.9237,-0.004777,0.18332400000000001,6,5.46322
1.804970,20.3532,0.019134,-0.227881,1.129110,38.3493,-0.008779,0.38056100000000004,6,5.4262
4.699230,12.7809,0.046862,-0.38391,5.404990,37.8603,0.007123,-0.308514,6,5.54524
2.017460,48.6587,-0.005425,0.24450300000000003,3.256880,36.7262,-0.000361,-0.026042000000000003,6,5.29864
4.203110,10.1973,0.009838,-0.052051,5.427190,39.0208,0.008237999999999999,-0.27307600000000004,6,5.71129
1.790640,20.3532,0.022508,-0.19607,5.427190,38.7669,0.008075,-0.298103,6,5.42831
1.624040,20.3532,0.021677000000000002,-0.227881,6.074800,39.5897,-0.0016820000000000001,0.081957,6,5.52831
1.418610,8.95305,0.017745,0.23658099999999999,4.331280,40.605,-0.000831,0.041458999999999996,6,5.52347
7.040930,40.1481,0.0029519999999999998,-0.181001,3.071730,33.9237,-0.004777,0.18332400000000001,6,5.41836
4.471360,41.4856,0.0057020000000000005,-0.18148599999999998,4.902720,33.9237,-0.005278,0.18332400000000001,6,5.23994
0.447336,14.8467,-0.047669,0.752482,1.196400,39.9289,-0.008779,0.393928,6,5.43939
6.283440,40.7887,-0.004703,0.115575,1.191120,42.4584,-0.008509000000000001,0.393928,6,5.2205699999999995
4.566950,12.7809,0.046862,-0.37921900000000003,4.506380,38.0248,-0.00143,-0.031049,6,5.71457
1.804970,20.3532,0.023231,-0.233125,4.288440,16.2533,0.010112999999999999,-0.027551,6,5.82009
3.892230,41.9489,0.006094,-0.208971,3.670620,75.2862,0.000983,-0.11707999999999999,6,5.66116
1.804970,21.796,0.021677000000000002,-0.221685,5.140240,16.2073,0.008075,-0.030293,6,5.77716
4.673960,13.7387,-0.0421,0.42758999999999997,2.087260,12.2004,-0.042927999999999994,0.513573,6,5.51799
0.348172,9.641210000000001,0.009755,-0.052051,4.190670,38.0665,-0.00143,-0.027857999999999997,6,5.599469999999999
4.618490,42.4981,-0.005945000000000001,0.16385999999999998,4.288440,65.0761,-0.000356,-0.029427999999999996,6,5.35867
0.062130,48.0189,-0.006546,0.43563100000000005,3.604210,11.6205,0.038826,-0.526686,6,5.3228
6.689720,10.4807,0.028656,-0.392517,4.570440,43.9986,-0.00143,-0.030420999999999997,6,5.46821
0.348172,46.9452,-0.001704,0.11653499999999999,3.451960,60.0482,-0.000356,-0.026833,6,5.39315
4.576750,42.577,-0.006179,0.164132,5.072490,39.4995,0.002329,-0.156445,6,5.24514
1.804970,20.3532,0.023231,-0.22786700000000001,2.087260,11.8654,0.010112999999999999,-0.029951,6,5.466130000000001
4.682740,13.7684,-0.044722000000000005,0.42758999999999997,4.288440,16.2533,-0.042927999999999994,0.513573,6,5.61905
3.914160,42.4406,-0.0048590000000000005,0.131139,5.919290,36.5188,0.010838,-0.502183,6,5.4803
3.488470,12.0869,0.048636,-0.377767,3.691990,11.7212,0.042779000000000005,-0.49789799999999995,6,5.47371
1.804970,21.9475,0.021677000000000002,-0.221685,4.539250,16.2073,0.007742,-0.030293,6,5.58558
0.048685,39.8914,-0.007315,0.43221800000000005,5.140240,10.4678,-0.031785,0.324437,6,5.57492
0.049098,42.6109,-0.007295,0.453359,4.036220,11.7212,0.045038999999999996,-0.397256,6,5.64464
1.511070,9.181510000000001,0.017745,0.23658099999999999,3.399040,37.6032,-0.000831,0.041458999999999996,6,5.81185
4.765670,38.7699,-0.005724,0.16385999999999998,3.604210,33.9237,-0.004569,0.18332400000000001,6,5.67169
0.399468,16.5706,-0.049003,0.848239,6.259530,37.563,0.001145,-0.12091099999999999,6,5.2737
6.656160,10.8776,0.028656,-0.42520699999999995,5.427190,39.0208,0.007143000000000001,-0.27307600000000004,6,5.4294199999999995
3.892230,46.7448,-0.005101,0.24450300000000003,3.731540,28.3557,0.019484,-0.526686,6,5.38255
0.464020,47.3344,-0.00543,0.255171,3.604210,39.5897,-0.0017420000000000003,0.08491699999999999,6,5.35484
6.425650,44.4989,-0.005286,0.11410999999999999,5.860880,11.7212,0.041116,-0.5024390000000001,6,5.47812
1.918930,20.3532,0.029089999999999998,-0.373037,4.288440,65.0761,-0.00034700000000000003,-0.027857999999999997,6,5.46145
4.335530,42.4981,-0.005945000000000001,0.16385999999999998,0.693142,45.1202,-0.0047810000000000005,0.332938,6,5.47346
0.362445,45.9685,-0.0016589999999999999,0.10265099999999999,3.256880,36.2893,-0.000356,-0.030031,6,5.29885
2.017460,10.1973,0.011104000000000001,-0.052051,5.204330,33.9689,-0.004656,0.18332400000000001,6,5.62559
0.048685,16.7935,-0.046956,0.9148290000000001,4.539250,62.1848,-0.0009050000000000001,0.040077999999999996,6,5.2826900000000006
0.412291,39.8914,-0.007606,0.43221800000000005,2.009810,10.4678,-0.037107999999999995,0.308103,6,5.670780000000001
0.863575,37.7875,-0.014130000000000002,0.522826,1.462840,25.2338,-0.002846,0.164472,6,5.52449
1.968410,21.0724,-0.029710000000000004,0.669353,6.433490,11.6516,0.047091,-0.543922,6,5.5027800000000004
6.166650,17.8547,-0.005836,-0.08895800000000001,2.120600,26.8427,-0.007121,0.31912199999999996,6,5.72898
6.175570,15.3332,-0.005711,0.018009999999999998,2.759590,18.435,0.032456,-0.515454,6,5.7112099999999995
6.656160,10.8776,0.024326,-0.227881,3.218650,39.0208,0.007143000000000001,-0.27307600000000004,7,5.37723
1.647580,20.3532,0.028656,-0.376065,5.427190,12.6866,0.042779000000000005,-0.456541,7,5.53564
1.804970,21.796,0.021677000000000002,-0.221685,3.670620,75.2862,0.000983,-0.028658999999999997,7,5.36618
3.892230,43.3662,0.005695,-0.20894200000000002,5.140240,16.2073,0.008703,-0.11941199999999999,7,5.55826
4.576750,42.577,-0.006179,0.164132,2.955130,39.4995,0.002445,-0.156445,7,5.72316
3.715150,12.0869,0.049189,-0.365162,5.199280,12.7416,-0.042927999999999994,0.512417,7,5.59514
1.790640,20.3532,0.022837,-0.210819,5.427190,38.7669,0.007326000000000001,-0.298103,7,5.5667
3.303770,45.3198,-0.005458,0.25374,0.280750,10.7306,-0.03682,0.392264,7,5.36867
1.804970,20.3532,0.023231,-0.227881,4.784190,46.6588,0.001198,-0.029951,7,5.30976
1.755170,20.3532,0.022371000000000002,-0.228251,4.288440,11.0174,0.01053,-0.032281,7,5.4468
1.790640,20.3532,0.023231,-0.243112,5.427190,16.2533,0.008107,-0.029951,7,5.42389
1.804970,20.3532,0.022508,-0.19607,3.499670,38.7669,0.01029,-0.298103,7,5.429209999999999
4.576750,13.8557,-0.0421,0.364962,4.784190,12.7416,-0.043576,0.513573,7,5.69977
4.673960,42.577,-0.0060030000000000005,0.16385999999999998,4.510190,17.2215,0.009615,-0.029951,7,5.44444
1.804970,20.3532,0.023231,-0.233125,4.288440,13.2681,0.010112999999999999,-0.028006,7,5.6677
6.973290,17.7631,0.047219,-0.8795649999999999,4.902720,16.2533,0.040443,-0.814872,7,5.5446800000000005
4.682740,13.7684,-0.044722000000000005,0.42758999999999997,4.331280,37.6112,-0.000831,0.041458999999999996,7,5.59385
1.418610,8.95305,0.017745,0.230264,4.288440,16.2533,-0.042927999999999994,0.513573,7,5.548780000000001
4.576750,12.7809,0.046862,-0.37921900000000003,4.740840,38.0248,-0.00143,-0.029951,7,5.80905
4.566950,42.577,-0.0060030000000000005,0.171157,4.719090,14.7387,0.009615,-0.031056,7,5.4122
4.765670,39.8914,-0.005724,0.16708699999999999,3.604210,10.4678,-0.03155,0.304969,7,5.67411
0.049436,38.7524,-0.007315,0.43221800000000005,5.140240,30.3923,-0.004652,0.18332400000000001,7,5.45656
1.804970,20.3532,0.023231,-0.228251,3.593450,16.7406,0.010112999999999999,-0.032281,7,5.64849
1.804970,20.3532,0.023231,-0.227881,5.003340,11.7212,0.01053,-0.029951,7,5.58701
4.566950,12.0869,0.048636,-0.364583,1.191120,33.9237,-0.008733,0.393928,7,5.56252
0.399468,16.5706,-0.044029,0.848239,6.042580,39.9289,-0.0017649999999999999,0.089613,7,5.50143
0.399468,16.5706,-0.050788,0.8594639999999999,4.158440,16.2533,-0.042927999999999994,0.50963,7,5.60198
4.682740,13.7684,-0.044722000000000005,0.42803,3.618130,33.958,-0.004777,0.18332400000000001,7,5.8933800000000005
4.566950,12.7809,0.046862,-0.40825700000000004,4.494110,11.7212,0.0111,-0.032281,7,5.69648
1.796460,20.3532,0.023231,-0.227881,4.330840,38.0248,-0.00143,-0.031049,7,5.66085
4.682740,12.6328,-0.044722000000000005,0.417375,4.288440,37.6032,-0.000831,0.041188999999999996,7,5.57545
1.457200,9.181510000000001,0.017745,0.24079299999999998,3.399040,16.2533,-0.042338,0.513573,7,5.49296
4.576750,38.01,-0.005869,0.16385999999999998,6.074800,39.5897,-0.000356,-0.029951,7,5.27862
1.790640,20.3532,0.022508,-0.178335,4.784190,15.2419,0.009615,-0.026042000000000003,7,5.66185
1.764800,20.3532,0.023231,-0.24711100000000003,3.499670,17.8871,0.009791,-0.026646,7,5.62026
1.804970,20.3532,0.023231,-0.228251,4.162280,16.2533,0.010112999999999999,-0.029951,7,5.603680000000001
4.379840,17.8547,-0.005836,-0.08895800000000001,2.120600,26.8427,-0.0057729999999999995,0.293137,7,5.54815
6.166650,14.5962,-0.042151999999999995,0.42758999999999997,6.259530,36.3348,0.001145,-0.12138299999999999,7,5.41213
0.348172,52.2946,-0.001704,0.11653499999999999,5.270340,58.1251,-0.000356,-0.026833,7,5.0805
0.447336,14.8467,-0.043547,0.8143199999999999,3.246920,33.9237,-0.004777,0.18332400000000001,7,5.4994
3.715150,12.3888,0.045732999999999996,-0.329818,4.234090,40.8148,-0.001377,-0.03071,7,5.62775
3.488470,12.2045,0.046862,-0.395894,6.211870,36.9956,0.011397,-0.484896,7,5.51208
3.715150,12.0869,0.046862,-0.34718699999999997,5.572390,12.7416,-0.042927999999999994,0.512417,7,5.6138699999999995
6.993210,11.2261,0.023231,-0.227881,2.955130,38.5768,0.0075650000000000005,-0.26561,7,5.49745
1.778440,12.3888,0.049884,-0.18148599999999998,5.297110,39.5331,0.011397,-0.484896,7,5.1944
3.488470,20.3532,0.022508,-0.395894,6.074800,39.5897,-0.000339,-0.025037,7,5.368
3.715150,9.181510000000001,0.046862,-0.365162,3.399040,37.6032,-0.00081,0.041458999999999996,7,5.5264
1.387920,12.2938,0.018613,0.23658099999999999,2.955130,16.2533,0.010325,-0.115347,7,5.65447
4.566950,13.9509,-0.0421,0.42758999999999997,2.087260,39.9289,-0.008733,0.393928,7,5.39395
4.629250,12.0869,0.043331,-0.37921900000000003,1.191120,12.2004,-0.042927999999999994,0.513573,7,5.45667
3.914160,42.4406,-0.0048590000000000005,0.125961,3.604210,36.3402,-0.004569,0.18332400000000001,7,5.73244
4.852370,38.7699,-0.005724,0.146508,5.919290,36.5188,0.010838,-0.45688500000000004,7,5.56464
1.804970,21.2636,0.021677000000000002,-0.227881,5.140240,16.3131,0.008075,-0.097105,7,5.79491
1.795960,20.3532,0.021972,-0.221685,3.023960,64.0242,0.001266,-0.030293,7,5.27391
1.416260,45.845,-0.005458,0.2547,4.723870,38.0248,-0.000363,-0.028201999999999998,7,5.27992
2.393670,47.2025,-0.0016589999999999999,0.114356,3.620350,16.3121,0.039526,-0.483863,7,5.415780000000001
2.393670,45.845,-0.007789,0.307006,3.604210,16.531,0.042779000000000005,-0.483863,7,5.31295
2.828420,43.2645,-0.005683,0.2547,3.357140,16.4765,0.042779000000000005,-0.463645,7,5.57388
0.048480,42.6109,-0.007295,0.453359,5.140240,16.0154,0.008075,-0.030293,7,5.55541
1.804970,21.796,0.021677000000000002,-0.221685,4.036220,11.7212,0.045087999999999996,-0.397256,7,5.54356
6.656160,10.8776,0.027645,-0.42520699999999995,1.366470,23.447,-0.002846,0.164472,7,5.433269999999999
0.863575,38.2585,-0.012337,0.522826,5.427190,39.0208,0.007418000000000001,-0.27307600000000004,7,5.5366
1.891690,20.3532,0.021677000000000002,-0.227881,6.758250,11.8284,0.046196,-0.543922,7,5.44874
1.705490,21.0724,-0.029710000000000004,0.669353,6.074800,33.0639,-0.0016820000000000001,0.081957,7,5.472919999999999
0.396403,13.8557,-0.047932999999999996,0.76142,4.398690,38.3493,0.010112999999999999,-0.317855,7,5.4969
3.941000,14.1074,-0.046956,0.42758999999999997,5.140350,16.531,0.0068650000000000004,-0.028906,7,5.674180000000001
3.715150,8.7775,0.017745,0.26526500000000003,2.955130,12.7416,-0.042927999999999994,0.512417,7,5.65583
1.479430,12.0869,0.046862,-0.365162,3.399040,37.6032,-0.000831,0.042019,7,5.56386
0.398492,12.174,-0.046956,0.8143199999999999,3.250570,15.6866,0.010112999999999999,-0.03129,7,5.6378699999999995
1.804970,20.3532,0.023231,-0.228251,5.427190,38.0248,-0.00143,-0.029951,7,5.58703
1.804970,21.796,0.021677000000000002,-0.221685,3.362000,16.2073,0.008075,-0.031141000000000002,7,5.91167
4.765670,39.4751,-0.005724,0.16851,5.140240,38.2193,-0.004569,0.18332400000000001,7,5.45852
3.488470,38.7699,-0.005724,0.16385999999999998,5.919290,33.9237,0.011397,-0.484896,7,5.5955
4.765670,11.8458,0.048636,-0.395894,3.604210,39.5331,-0.004569,0.18332400000000001,7,5.56811
6.425650,44.4989,-0.005286,0.11410999999999999,5.860880,11.7212,0.045038999999999996,-0.40799,7,5.5852900000000005
0.050989,42.6109,-0.00807,0.453359,4.036220,11.7212,0.041116,-0.5024390000000001,7,5.5507
1.859460,9.55534,0.011104000000000001,0.018105,2.759590,18.435,0.032456,-0.515454,7,5.75076
6.175570,15.3332,-0.005711,-0.052051,4.796320,33.9689,-0.004656,0.18332400000000001,7,5.54209
1.804970,21.8812,0.021677000000000002,-0.227881,2.955130,11.7906,-0.041237,0.48129099999999997,7,5.68244
4.679810,13.8557,-0.043205,0.39283,4.784190,64.0242,0.0011769999999999999,-0.094429,7,5.22622
3.925880,10.8776,0.044231,-0.314473,4.190670,39.0208,0.007143000000000001,-0.27666999999999997,7,5.81986
6.656160,12.2045,0.026652999999999996,-0.462207,5.427190,36.9956,-0.0014349999999999999,-0.03071,7,5.58901
4.203110,46.9452,-0.001704,0.11653499999999999,3.451960,60.0482,-0.000356,-0.026833,7,5.32032
0.346017,10.1973,0.009838,-0.052051,5.498460,39.0208,0.007973000000000001,-0.27307600000000004,7,5.31752
0.399468,16.5706,-0.037215,0.848239,2.955130,12.8229,-0.042927999999999994,0.512417,7,5.65878
3.715150,12.0869,0.046862,-0.365162,6.144200,33.9237,-0.0017519999999999999,0.089613,7,5.64856
0.351170,15.5549,-0.049003,0.848239,3.353950,33.9237,-0.004777,0.18332400000000001,7,5.65451
3.934040,44.1017,-0.0048590000000000005,0.131139,3.604210,12.1427,0.048923,-0.472803,7,5.50512
1.416260,42.4982,-0.0016589999999999999,0.115575,2.009810,38.0248,-0.000364,-0.026951999999999997,7,5.6317900000000005
0.412291,39.8914,-0.007606,0.44108800000000004,4.142500,10.4678,-0.037107999999999995,0.33411399999999997,7,5.26933
3.914160,42.4406,-0.0048590000000000005,0.131139,5.919290,39.5897,0.010838,-0.45107600000000003,7,5.25071
1.807150,20.3532,0.022508,-0.18148599999999998,6.074800,39.3066,-0.000356,-0.026042000000000003,7,5.34117
1.566610,43.7266,-0.005546,0.26669499999999996,4.288440,84.2416,-0.000109,-0.030926,7,5.55403
3.892230,37.5935,0.005964,-0.173862,1.157390,39.9289,-0.008779,0.393928,7,5.35858
6.689720,10.4807,0.028656,-0.392517,4.570440,38.3493,-0.00143,-0.030420999999999997,7,5.69471
1.804970,20.3532,0.018852,-0.21683899999999998,1.129110,43.9986,-0.008779,0.39243,7,5.6300099999999995
4.210300,11.404,0.029957,-0.5065390000000001,1.434230,12.5331,-0.028062,0.368079,7,5.45864
5.645430,14.4668,-0.024511,0.037618,0.473030,13.8247,-0.06301699999999999,0.873109,7,5.32073
4.839560,27.1752,-0.015092,0.34636300000000003,0.649769,21.5288,-0.007592,0.406819,7,5.6245199999999995
7.299670,19.3245,0.025547,-0.6383310000000001,3.888140,19.1851,-0.012833,0.31017,7,5.50959
1.804970,21.8812,0.021677000000000002,-0.228251,3.593450,16.7406,0.010112999999999999,-0.032281,8,5.6976
1.804970,20.3532,0.023231,-0.227881,2.955130,11.7906,-0.041237,0.48129099999999997,8,5.79478
1.807150,20.3809,0.022049000000000003,-0.18148599999999998,6.074800,39.3066,-0.000356,-0.026042000000000003,8,5.53522
0.048678,38.7524,-0.007315,0.43221800000000005,5.458870,30.3923,-0.004652,0.17458900000000002,8,5.5286599999999995
3.715150,12.3888,0.011104000000000001,0.018105,4.537840,40.8148,-0.001377,-0.03071,8,5.20604
1.859460,9.55534,0.045732999999999996,-0.329818,2.657680,18.3935,0.029081,-0.515454,8,5.41458
7.225860,17.7631,0.047219,-0.8795649999999999,2.955130,39.4995,0.002445,-0.156445,8,5.38545
4.576750,42.577,-0.006179,0.164132,4.902720,16.2533,0.040443,-0.814872,8,5.71465
4.765670,11.8458,0.048636,-0.395894,3.604210,39.5331,-0.004569,0.18332400000000001,8,5.81369
1.704950,9.55534,0.011104000000000001,0.018105,2.759590,15.2693,0.032456,-0.515454,8,5.22917
6.656160,13.8557,-0.042349,0.364962,4.285110,39.0208,0.007143000000000001,-0.27307600000000004,8,5.4183699999999995
4.576750,10.8776,0.024326,-0.227881,3.218650,12.7416,-0.043576,0.49122,8,5.53268
4.673960,42.577,-0.0060030000000000005,0.16385999999999998,4.510190,17.2215,0.009134,-0.029951,8,5.38784
1.807150,20.3532,0.022508,-0.18148599999999998,6.074800,39.3066,-0.000356,-0.026042000000000003,8,5.27703
4.566950,10.7416,0.048636,-0.364583,1.191120,33.9237,-0.008107,0.393928,8,5.75455
4.566950,12.0869,0.048636,-0.38772199999999996,1.191120,33.9237,-0.008733,0.41608199999999995,8,5.32744
1.790640,18.8989,0.023231,-0.22877199999999998,5.919290,33.9237,0.011397,-0.484896,8,5.40131
3.488470,38.7699,-0.005292,0.16385999999999998,5.427190,15.6304,0.008107,-0.029951,8,5.37746
4.566950,20.3532,0.023231,-0.40825700000000004,4.494110,11.7212,0.0111,-0.032281,8,5.51256
1.708660,12.7809,0.049260000000000005,-0.227881,5.003340,11.6716,0.01053,-0.029951,8,5.64837
4.566950,35.2751,-0.005724,0.16708699999999999,4.152610,11.7212,-0.03155,0.282803,8,5.66477
4.765670,12.7809,0.048025,-0.40825700000000004,3.718560,10.4678,0.0111,-0.032281,8,5.500369999999999
1.804970,20.8543,0.023231,-0.22486399999999998,4.288440,13.2681,0.010112999999999999,-0.028006,8,5.5206
0.430024,16.5706,-0.037215,0.848239,2.955130,12.8229,-0.039712,0.512417,8,5.35425
4.566950,13.1234,0.046862,-0.40825700000000004,2.955130,11.7212,-0.041977999999999994,0.512417,8,5.52163
0.393201,16.5706,-0.037215,0.848239,4.494110,12.8229,0.0111,-0.032281,8,5.65813
4.682740,13.7684,-0.041543000000000004,0.42803,3.618130,18.8872,0.032456,-0.515454,8,5.68971
1.859460,9.55534,0.011036,0.018264,2.759590,33.958,-0.004777,0.18332400000000001,8,5.517519999999999
1.796460,20.3532,0.023231,-0.227881,3.353950,38.0248,-0.00143,-0.031495999999999996,8,5.55879
0.319967,15.5549,-0.050388999999999996,0.848239,4.330840,33.9237,-0.004777,0.18332400000000001,8,5.46895
3.925880,10.8776,0.011104000000000001,0.018105,4.190670,18.435,0.032694,-0.569592,8,5.37769
1.859460,9.55534,0.044231,-0.314473,2.759590,39.0208,0.007143000000000001,-0.27666999999999997,8,5.36541
4.041640,9.55534,0.044231,-0.314473,2.759590,39.0208,0.007143000000000001,-0.27666999999999997,8,5.25574
1.587090,10.8776,0.01087,0.017398,4.190670,19.713,0.032456,-0.515454,8,5.80186
1.804970,20.1367,0.023231,-0.233125,4.288440,13.2681,0.010112999999999999,-0.028006,8,5.64265
4.739260,13.7684,-0.040373,0.42803,3.618130,32.1048,-0.004632,0.18952,8,5.77177
7.411250,12.4365,0.028656,-0.372776,3.618130,42.3265,-0.004777,0.181509,8,5.32064
4.682740,10.4807,-0.043454,0.42803,4.398970,33.958,-0.0014529999999999999,-0.031239,8,5.499969999999999
4.852370,38.7699,-0.005724,0.141533,5.919290,36.5188,0.010334000000000001,-0.45688500000000004,8,5.54516
4.379840,17.8547,-0.006222999999999999,-0.08895800000000001,2.120600,26.8427,-0.005441,0.293137,8,5.74135
3.488470,37.232,-0.005724,0.166177,5.919290,33.9237,0.011397,-0.484896,8,5.43596
